Date de l'opération;Libellé;Détail de l'écriture;Montant;Devise;evenement 
13/05/2026;CARTE X4032 12/05 ;CARTE X4032 12/05 APRR RIOM 110613300514003IOPD;-15.5;EUR;
13/05/2026;CARTE X4032 12/05 ;CARTE X4032 12/05 DEJBOX COMMERCE ELECTRONIQUE 110613302744782IOPD;-2.75;EUR;
13/05/2026;CARTE X4032 12/05 ;CARTE X4032 12/05 APRR CLERMONT-BARRIERE 110613300237286IOPD;-2;EUR;
11/05/2026;CARTE X4032 08/05 ;CARTE X4032 08/05 AUCHAN SUPERMAR 110612902756461IOPD;-50.86;EUR;
11/05/2026;000001 VIR PERM;000001 VIR PERM POUR: M SIM OU MLLE FERREIRA REF: 183062859674 MOTIF: credit appartement;-218.36;EUR;
11/05/2026;CARTE X4032 10/05 ;CARTE X4032 10/05 LS CLUB VILLAGE 110613104735740IOPD;-210;EUR;
11/05/2026;VIR INST RE 663082;VIR INST RE 663082851168 DE: DA SILVA MARIA ALICE DATE: 10/05/2026 19:58 MOTIF: VIREMENT DE DA SILVA MARIA ALICE;300;EUR;
07/05/2026;000001 VIR PERM;000001 VIR PERM POUR: M SIM OU MLLE FERREIRA REF: 477667181064 MOTIF: Appartement Nimes;-230;EUR;
06/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3523410011 DE: Free Telecom ID: FR83ZZZ459654 MOTIF: Free HautDebit 1467523607;-34.98;EUR;
06/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 2300259727 DE: SPB ID: FR55ZZZ115711 MOTIF: SECURILION 0334988672;-2.9;EUR;
06/05/2026;CARTE X4032 05/05 ;CARTE X4032 05/05 HOSHI R N 110612603154914IOPD;-25.8;EUR;
05/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3434319676 DE: GENERALI IARD SA ID: FR62ZZZ008982 MOTIF: Contrat AU355366-260420261294110;-46.45;EUR;
05/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3415415856 DE: SOGESSUR ID: FR13ZZZ428225 MOTIF: SOGESSUR/000000010422760187115171/0;-27.27;EUR;
05/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3408327124 DE: EML BEAUTE CONCEPT ID: FR67ZZZ895AFF MOTIF: Facture abonnement 14009900004705;-9.9;EUR;
04/05/2026;CARTE X4032 02/05 ;CARTE X4032 02/05 SC-FILDESMARQUE 230612400221393IOPD;-20.99;EUR;
04/05/2026;CARTE X4032 03/05 ;CARTE X4032 03/05 AUCHAN 0085C 110612408194260IOPD;-40;EUR;
04/05/2026;CARTE X4032 03/05 ;CARTE X4032 03/05 AL AMAN BOUCHERI 110612406523168IOPD;-21.95;EUR;
04/05/2026;CARTE X4032 03/05 ;CARTE X4032 03/05 STOKOMANI 110612407201052IOPD;-20.46;EUR;
28/04/2026;VIR RECU    289159;VIR RECU    2891599015S DE: ENEDIS MOTIF: ENEDIS APPOINTEMENT REF: SALD23950299998SPRDEC33782AA;1930.48;EUR;
28/04/2026;CARTE X4032 25/04 ;CARTE X4032 25/04 PICARD SURGELES 110611703097663IOPD;-29.05;EUR;
28/04/2026;CARTE X4032 25/04 ;CARTE X4032 25/04 COIGNIERES VIAND 110611702708988IOPD;-26.41;EUR;
28/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 KYLLIAN S PUB 110611501421517IOPD;-13.3;EUR;
28/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 GIFI 110611503105230IOPD;-5.78;EUR;
28/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 BURGER KING 110611706115989IOPD;-4;EUR;
28/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 CHAINE DES PUYS 110611502867528IOPD;-3.2;EUR;
27/04/2026;CARTE X4032 25/04 ;CARTE X4032 25/04 COFIROUTE BOURGES 110611706628351IOPD;-18.8;EUR;
27/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 CYRIL ATTRAZIC 110611705109285IOPD;-28;EUR;
27/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 MC DONALD S 110611706066953IOPD;-13.9;EUR;
27/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 SPAR 110611706066920IOPD;-6.51;EUR;
27/04/2026;CARTE X4032 24/04 ;CARTE X4032 24/04 BENOIT CHAPERT 110611500124904IOPD;-13.67;EUR;
24/04/2026;CARTE X4032 23/04 ;CARTE X4032 23/04 ESTANC N.4 ELS LIMITS 123,00 EUR ESPAGNE 230611400823456IOPD;-123;EUR;
24/04/2026;CARTE X4032 23/04 ;CARTE X4032 23/04 MAXI SUPERMERCAT ESCUDER 53,75 EUR ESPAGNE 230611400870189IOPD;-53.75;EUR;
24/04/2026;CARTE X4032 23/04 ;CARTE X4032 23/04 INTERMARCHE 110611401906348IOPD;-31.11;EUR;
23/04/2026;CARTE X4032 22/04 ;CARTE X4032 22/04 LECLERC 110611301337651IOPD;-32.5;EUR;
22/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 2106247667 DE: FREE MOBILE ID: FR07ZZZ591778 REF: fmpmt-2392489451;-19.99;EUR;
22/04/2026;CARTE X4032 21/04 ;CARTE X4032 21/04 LES 3 BONHEURS 110611203018941IOPD;-20;EUR;
22/04/2026;CARTE X4032 21/04 ;CARTE X4032 21/04 NOZ 110611201108362IOPD;-2.96;EUR;
21/04/2026;CARTE X4032 20/04 ;CARTE X4032 20/04 O BOUT DU MONDE 230611102421125IOPD;-7.8;EUR;
21/04/2026;CARTE X4032 20/04 ;CARTE X4032 20/04 ASF BAILLARGUES 110611103473807IOPD;-3.4;EUR;
21/04/2026;CARTE X4032 20/04 ;CARTE X4032 20/04 COEUR DES SABLES 110611102562577IOPD;-63.7;EUR;
21/04/2026;CARTE X4032 20/04 ;CARTE X4032 20/04 LIMADIS 110611101659140IOPD;-36.6;EUR;
21/04/2026;CARTE X4032 20/04 ;CARTE X4032 20/04 MC DONALD'S NFC 110611102470373IOPD;-10.9;EUR;
20/04/2026;CARTE X4032 17/04 ;CARTE X4032 17/04 ASF NIMES-E 110610803185013IOPD;-26.8;EUR;
20/04/2026;CARTE X4032 17/04 ;CARTE X4032 17/04 APRR AUTOROUTE 110610801396369IOPD;-16.5;EUR;
20/04/2026;CARTE X4032 17/04 ;CARTE X4032 17/04 APRR AUTOROUTE 110610801696054IOPD;-15.6;EUR;
20/04/2026;CARTE X4032 17/04 ;CARTE X4032 17/04 APRR VILLEFRANCHE-LIMAS 110610802437288IOPD;-6.9;EUR;
17/04/2026;CARTE X4032 16/04 ;CARTE X4032 16/04 INTERMARCHE 110610702150287IOPD;-10.39;EUR;
17/04/2026;CARTE X4032 15/04 ;CARTE X4032 15/04 DEJBOX COMMERCE ELECTRONIQUE 110610702864472IOPD;-2.75;EUR;
17/04/2026;COTISATION MENSUEL;COTISATION MENSUELLE SOBRIO;-15.9;EUR;
15/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0819608952 POUR CPTE DE:D.G.F.I.P. IMPOT 75077 ID: FR46ZZZ005002 MOTIF: 750772021371656269 111;-95;EUR;
15/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0817140426 POUR CPTE DE:D.G.F.I.P. IMPOT 75077 ID: FR46ZZZ005002 MOTIF: 750772021371656269 111;-40;EUR;
14/04/2026;CARTE X4032 13/04 ;CARTE X4032 13/04 INTERMARCHE 110610403144236IOPD;-10.96;EUR;
13/04/2026;000001 VIR PERM;000001 VIR PERM POUR: M SIM OU MLLE FERREIRA REF: 183062859674 MOTIF: credit appartement;-218.36;EUR;
08/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0226990086 DE: EDF clients particuliers ID: FR47EDF001007 MOTIF: FERREIRA             ELISABETH;-185.9;EUR;
08/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0713785277 DE: Free Telecom ID: FR83ZZZ459654 MOTIF: Free HautDebit 1460105445;-34.98;EUR;
08/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0304524498 DE: EML BEAUTE CONCEPT ID: FR67ZZZ895AFF MOTIF: Facture abonnement 14009900003821;-9.9;EUR;
07/04/2026;VIR RECU    079396;VIR RECU    0793965020S DE: CAMIEG MOTIF: 260930012499 REF: 260930012499;57.85;EUR;
07/04/2026;CARTE X4032 05/04 ;CARTE X4032 05/04 L ESQALE 230609700095148IOPD;-19.8;EUR;
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0211010084 DE: GENERALI IARD SA ID: FR62ZZZ008982 MOTIF: Contrat AU355366-250320261318476;-46.45;EUR;
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0226432829 DE: SOGESSUR ID: FR13ZZZ428225 MOTIF: SOGESSUR/000000010422760186166270/0;-11.94;EUR;
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 8310641092 DE: SPB ID: FR55ZZZ115711 MOTIF: SECURILION 0333838380;-2.9;EUR;
07/04/2026;000001 VIR PERM;000001 VIR PERM POUR: M SIM OU MLLE FERREIRA REF: 477667181064 MOTIF: Appartement Nimes;-230;EUR;
01/04/2026;CARTE X4032 31/03 ;CARTE X4032 31/03 AUCHAN SUPERMAR 110609101328417IOPD;-37.84;EUR;
01/04/2026;VIR RECU    018732;VIR RECU    0187328553S DE: CAMIEG MOTIF: 260900016145 REF: 260900016145;48.12;EUR;
01/04/2026;CARTE X4032 31/03 ;CARTE X4032 31/03 HCK 101609031595140IOPD;-114.74;EUR;
31/03/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 8900233950 DE: 54-56 RUE CHARLOT ID: FR39ZZZ82D4F5 MOTIF: PRL. SYNDIC NICOLAS ET CO-Telep.108;-227.1;EUR;
31/03/2026;000001 VIR EUROPEE;000001 VIR EUROPEEN EMIS   LOGITEL POUR: Guerreiro matheo 31 03 BQ 1751590000 CPT 04322806818 REF: 9608916099546;-124;EUR;
31/03/2026;CARTE X4032 29/03 ;CARTE X4032 29/03 BURGER KING     2989401 COMMERCE ELECTRONIQUE 230609001640658IOPD;-28.8;EUR;
31/03/2026;VIR INST RE 658992;VIR INST RE 658992744578 DE: M SIM JEAN-PIERRE DATE: 30/03/2026 21:02 MOTIF: Virement de M. SIM JEAN PIERRE;62;EUR;
30/03/2026;CARTE X4032 27/03 ;CARTE X4032 27/03 HCK 101608632325360IOPD;-92.62;EUR;
30/03/2026;VIR RECU    898276;VIR RECU    8982760652S DE: CAMIEG MOTIF: 260860012422 REF: 260860012422;33.56;EUR;
27/03/2026;VIR RECU    868969;VIR RECU    8689699249S DE: ENEDIS MOTIF: ENEDIS APPOINTEMENT REF: SALD23527049998SPRDEC33782AA;1928.38;EUR;
27/03/2026;CARTE X4032 25/03 ;CARTE X4032 25/03 DEJBOX COMMERCE ELECTRONIQUE 110608602565805IOPD;-2.75;EUR;
