Date de l'opération;Libellé;Détail de l'écriture;Montant;Devise;evenement
17/06/2026;COTISATION JAZZ;COTISATION JAZZ;-8.55;EUR;
17/06/2026;CARTE X2162 16/06 ;CARTE X2162 16/06 AUCHAN SUPERMARC 101616741064150IOPD;-29.77;EUR;
15/06/2026;CARTE X2162 14/06 ;CARTE X2162 14/06 KATO GROUP B.V. 233,03 EUR PAYS-BAS COMMERCE ELECTRONIQUE 230616600177311IOPD;-233.03;EUR;
15/06/2026;CARTE X2162 14/06 ;CARTE X2162 14/06 VAL PRESSE 110616604328127IOPD;-19.3;EUR;
15/06/2026;CARTE X2162 14/06 ;CARTE X2162 14/06 AUCHAN SUPERMARC 101616548879230IOPD;-37.76;EUR;
15/06/2026;CARTE X2162 12/06 ;CARTE X2162 12/06 VAL PRESSE 110616401774295IOPD;-19.7;EUR;
15/06/2026;CARTE X2162 12/06 ;CARTE X2162 12/06 AUCHAN SUPERMARC 101616345100720IOPD;-12.88;EUR;
15/06/2026;CARTE X2162 11/06 ;CARTE X2162 11/06 CARREFOUR MARKET 110616400030605IOPD;-10.75;EUR;
12/06/2026;CARTE X2162 RETRAI;CARTE X2162 RETRAIT DAB 11/06 08H50 RETRAIT DAB 11-06-14505-0007704000 510616303120170IOPD;-250;EUR;
12/06/2026;CARTE X2162 11/06 ;CARTE X2162 11/06 VAL PRESSE 110616301450530IOPD;-17.7;EUR;
11/06/2026;RESILIATION PEL 00;RESILIATION PEL 00400T1655200046 CAPITAL :  13 700,00 + INTERETS BRUTS :     927,57 - PRELEVEMENTS SOCIAUX :      16,35;14611.22;EUR;
11/06/2026;CARTE X2162 10/06 ;CARTE X2162 10/06 CARREFOUR MARKET 110616203633388IOPD;-11.34;EUR;
11/06/2026;CARTE X2162 10/06 ;CARTE X2162 10/06 VAL PRESSE 110616202619161IOPD;-17.3;EUR;
10/06/2026;CARTE X2162 09/06 ;CARTE X2162 09/06 CARREFOUR MARKET 110616103718516IOPD;-7.12;EUR;
09/06/2026;CARTE X2162 08/06 ;CARTE X2162 08/06 CARREFOUR MARKET 110616003726759IOPD;-9.62;EUR;
09/06/2026;CARTE X2162 08/06 ;CARTE X2162 08/06 VAL PRESSE 110616002194260IOPD;-17.7;EUR;
08/06/2026;CARTE X2162 07/06 ;CARTE X2162 07/06 VAL PRESSE 110615903307134IOPD;-19.7;EUR;
08/06/2026;CARTE X2162 07/06 ;CARTE X2162 07/06 AUCHAN SUPERMARC 101615845217190IOPD;-24.58;EUR;
08/06/2026;CARTE X2162 05/06 ;CARTE X2162 05/06 VAL PRESSE 110615700555420IOPD;-21.3;EUR;
08/06/2026;CARTE X2162 05/06 ;CARTE X2162 05/06 AUCHAN SUPERMARC 101615644116680IOPD;-6.38;EUR;
05/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6510368979 DE: ORPI-NEVERS-SARL IMMOBILIER DU REMP ART ID: FR20ZZZ604057;-401.04;EUR;
05/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6510368942 DE: IZI CONFORT ID: FR36222476020 REF: RG-9793933:540CL-03322672;-195.13;EUR;
05/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6510368951 DE: MACIF Centre Production-MACIF ID: FR66ZZZ110663 MOTIF: -PRELEV 1205062026  01184763302;-77.8;EUR;
05/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6528876538 DE: HARMONIE MUTUELLE ID: FR50ZZZ609143 MOTIF: 20260605HARMONIE MUTUE294713271;-47.94;EUR;
05/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6510368960 DE: BOUYGUES TELECOM ID: FR35ZZZ418323 MOTIF: 07xxxxx197;-24.99;EUR;
05/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6510368933 DE:  ADLPARTNER-ADL PARTNER ID: FR46ZZZ412693 MOTIF: SERVICE MAGAZINES;-4.5;EUR;
05/06/2026;CARTE X2162 04/06 ;CARTE X2162 04/06 CARREFOUR MARKET 110615603212470IOPD;-12.74;EUR;
05/06/2026;CARTE X2162 04/06 ;CARTE X2162 04/06 VAL PRESSE 110615601538131IOPD;-19.7;EUR;
05/06/2026;VIR RECU    659492;VIR RECU    6594929664S DE: CAF DU CHER MOTIF: 1160346RBOU         052026ME REF: 10650263V16;57.15;EUR;
05/06/2026;CARTE X2162 04/06 ;CARTE X2162 04/06 AUCHAN SUPERMARC 101615542384430IOPD;-7.46;EUR;
04/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: Agence FNAIM ID: FR35ZZZ418323 MOTIF: LOYER 0;-1024.99;EUR;LOYER
04/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: CETELEM ID: FR35ZZZ418323 MOTIF: ;-100;EUR;CREDIT CONSO
07/06/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: SOFINCO ID: FR35ZZZ418323 MOTIF: ;-200;EUR;CREDIT CONSO
04/06/2026;CARTE X2162 31/05 ;CARTE X2162 31/05 WESTERN GUNS COMMERCE ELECTRONIQUE 101615517907360IOPD;-648.04;EUR;
03/06/2026;CARTE X2162 02/06 ;CARTE X2162 02/06 CARREFOUR MARKET 110615403365536IOPD;-25.75;EUR;
03/06/2026;CARTE X2162 02/06 ;CARTE X2162 02/06 VAL PRESSE 110615401548378IOPD;-21.3;EUR;
02/06/2026;CARTE X2162 01/06 ;CARTE X2162 01/06 CARREFOUR MARKET 110615303400966IOPD;-21.78;EUR;
02/06/2026;CARTE X2162 01/06 ;CARTE X2162 01/06 VAL PRESSE 110615302077008IOPD;-21.3;EUR;
01/06/2026;CARTE X2162 29/05 ;CARTE X2162 29/05 LIDL 3114 101615033025390IOPD;-36.38;EUR;
01/06/2026;CARTE X2162 29/05 ;CARTE X2162 29/05 VAL PRESSE 110615001309724IOPD;-17.7;EUR;
01/06/2026;CARTE X2162 29/05 ;CARTE X2162 29/05 PATISSERIEBEKKOUCHE 110615000550283IOPD;-16.5;EUR;
30/05/2026;PRELEVEMENT PEL 00;PRELEVEMENT PEL 00400T1655200046 VERSEMENT PROGRAMME :     100,00 DU 31/05/2026;-100;EUR;
29/05/2026;CARTE X2162 28/05 ;CARTE X2162 28/05 CARREFOUR MARKET 110614903264998IOPD;-11.8;EUR;
29/05/2026;CARTE X2162 28/05 ;CARTE X2162 28/05 METRO 110614901830438IOPD;-170.15;EUR;
29/05/2026;CARTE X2162 28/05 ;CARTE X2162 28/05 VAL PRESSE 110614901437969IOPD;-21.3;EUR;
29/05/2026;CARTE X2162 28/05 ;CARTE X2162 28/05 PATISSERIEBEKKOUCHE 110614900661212IOPD;-4.65;EUR;
28/05/2026;CARTE X2162 25/05 ;CARTE X2162 25/05 PETROLEC SUD 230614702943623IOPD;-87.37;EUR;
28/05/2026;CARTE X2162 27/05 ;CARTE X2162 27/05 CARREFOUR MARKET 110614803132892IOPD;-14.95;EUR;
28/05/2026;CARTE X2162 27/05 ;CARTE X2162 27/05 VAL PRESSE 110614801955947IOPD;-19.7;EUR;
28/05/2026;CARTE X2162 27/05 ;CARTE X2162 27/05 PATISSERIEBEKKOUCHE 110614800548485IOPD;-3.4;EUR;
27/05/2026;CARTE X2162 26/05 ;CARTE X2162 26/05 CARREFOUR MARKET 110614703291656IOPD;-15.98;EUR;
27/05/2026;CARTE X2162 26/05 ;CARTE X2162 26/05 SAS PAVE 110614700668343IOPD;-5.4;EUR;
27/05/2026;VIR RECU    569120;VIR RECU    5691202784S DE: SGC BOURGES DE: BOURGES - BP MOTIF: PAYE DU MOIS 05/26 BOURGES - BPHEL0;2606.59;EUR;
27/05/2026;CARTE X2162 26/05 ;CARTE X2162 26/05 AUCHAN SUPERMARC 101614636515850IOPD;-7.07;EUR;
26/05/2026;CARTE X2162 25/05 ;CARTE X2162 25/05 COCCIMARKET 110614603006096IOPD;-12;EUR;
26/05/2026;CARTE X2162 25/05 ;CARTE X2162 25/05 ASF GIGNAC 110614603314821IOPD;-5.8;EUR;
26/05/2026;CARTE X2162 25/05 ;CARTE X2162 25/05 LA BONNE TABLE 110614602232281IOPD;-27.1;EUR;
26/05/2026;CARTE X2162 22/05 ;CARTE X2162 22/05 CASSIDRISS 110614301633409IOPD;-117.4;EUR;
26/05/2026;CARTE X2162 22/05 ;CARTE X2162 22/05 VAMIEUX 110614303034317IOPD;-108.29;EUR;
25/05/2026;VIR INST RE 664597;VIR INST RE 664597991550 DE: MME CABANES MARIE-FRANCE DATE: 25/05/2026 10:10 MOTIF: Partie canap. + travaux;100;EUR;
22/05/2026;CARTE X2162 21/05 ;CARTE X2162 21/05 LA BONNE TABLE 110614202513744IOPD;-25.6;EUR;
22/05/2026;CARTE X2162 21/05 ;CARTE X2162 21/05 BRICORAMA 110614202035772IOPD;-3.7;EUR;
20/05/2026;CARTE X2162 19/05 ;CARTE X2162 19/05 INTERSPORT 110614003444017IOPD;-5.96;EUR;
20/05/2026;CARTE X2162 19/05 ;CARTE X2162 19/05 Action 4691 110614002121431IOPD;-104.88;EUR;
20/05/2026;CARTE X2162 19/05 ;CARTE X2162 19/05 LA BONNE TABLE 110614003000620IOPD;-23.1;EUR;
20/05/2026;CARTE X2162 19/05 ;CARTE X2162 19/05 SOCAPDIS LECLERC 110614001725870IOPD;-14.36;EUR;
19/05/2026;COTISATION JAZZ;COTISATION JAZZ;-8.55;EUR;
18/05/2026;CARTE X2162 17/05 ;CARTE X2162 17/05 ASF MARTEL 110613806582804IOPD;-0.8;EUR;
18/05/2026;CARTE X2162 16/05 ;CARTE X2162 16/05 TABAC AEROPORT 110613806287736IOPD;-36.6;EUR;
18/05/2026;CARTE X2162 16/05 ;CARTE X2162 16/05 CARREFOUR MARKET 110613800056830IOPD;-27.71;EUR;
18/05/2026;CARTE X2162 17/05 ;CARTE X2162 17/05 CARREFOUR MARKET 110613803887078IOPD;-10.65;EUR;
18/05/2026;CARTE X2162 15/05 ;CARTE X2162 15/05 AUCHAN BOURGES 110613602697668IOPD;-104.09;EUR;
18/05/2026;CARTE X2162 15/05 ;CARTE X2162 15/05 VAL PRESSE 110613600249170IOPD;-19.3;EUR;
18/05/2026;CARTE X2162 15/05 ;CARTE X2162 15/05 AUCHAN SUPERMARC 101613539560640IOPD;-16.01;EUR;
15/05/2026;CARTE X2162 13/05 ;CARTE X2162 13/05 CARREFOUR MARKET 110613403386401IOPD;-19.94;EUR;
13/05/2026;CARTE X2162 12/05 ;CARTE X2162 12/05 VAL PRESSE 110613302139420IOPD;-21.3;EUR;
12/05/2026;CARTE X2162 11/05 ;CARTE X2162 11/05 VAL PRESSE 110613200562608IOPD;-19.7;EUR;
12/05/2026;CARTE X2162 11/05 ;CARTE X2162 11/05 SAS PAVE 110613200562877IOPD;-1.3;EUR;
12/05/2026;CARTE X2162 11/05 ;CARTE X2162 11/05 AUCHAN SUPERMARC 101613131274450IOPD;-13.25;EUR;
11/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 4114859906 DE:  ADLPARTNER-ADL PARTNER ID: FR46ZZZ412693 MOTIF: SERVICE MAGAZINES;-4.5;EUR;
11/05/2026;CARTE X2162 10/05 ;CARTE X2162 10/05 TABAC AEROPORT 110613101552646IOPD;-36.55;EUR;
11/05/2026;CARTE X2162 10/05 ;CARTE X2162 10/05 CARREFOUR MARKET 110613104047920IOPD;-27.44;EUR;
11/05/2026;CARTE X2162 07/05 ;CARTE X2162 07/05 AUCHAN SUPERMARC 101612744695920IOPD;-28.28;EUR;
11/05/2026;CARTE X2162 08/05 ;CARTE X2162 08/05 VAL PRESSE 110612900669372IOPD;-19.3;EUR;
07/05/2026;CARTE X2162 06/05 ;CARTE X2162 06/05 CARREFOUR MARKET 110612701237058IOPD;-24.75;EUR;
07/05/2026;CARTE X2162 06/05 ;CARTE X2162 06/05 TABAC AEROPORT 110612700611421IOPD;-17.7;EUR;
06/05/2026;CARTE X2162 05/05 ;CARTE X2162 05/05 AUCHAN SUPERMARC 101612539431150IOPD;-25.08;EUR;
05/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3406745147 DE: ORPI-NEVERS-SARL IMMOBILIER DU REMP ART ID: FR20ZZZ604057;-401.04;EUR;
05/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3404031433 DE: MACIF Centre Production-MACIF ID: FR66ZZZ110663 MOTIF: -PRELEV 1205052026  01184763302;-77.8;EUR;
05/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3423439692 DE: HARMONIE MUTUELLE ID: FR50ZZZ609143 MOTIF: 20260505HARMONIE MUTUE292863710;-47.94;EUR;
05/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 3406745138 DE: BOUYGUES TELECOM ID: FR35ZZZ418323 MOTIF: 07xxxxx197;-21.99;EUR;
05/05/2026;VIR RECU    358686;VIR RECU    3586862725S DE: HARMONIE MUTUELLE MOTIF: TP-20260505-HARMONIE MUTUELLE   - -0000609143-1448-22032715;11.57;EUR;
05/05/2026;VIR RECU    358140;VIR RECU    3581400208S DE: C.P.A.M. BOURGES MOTIF: 261240000857 REF: 261240000857;17.35;EUR;
05/05/2026;VIR RECU    348588;VIR RECU    3485887179S DE: CAF DU CHER MOTIF: 1160346RBOU         042026ME REF: 10578204V16;57.15;EUR;
04/05/2026;CARTE X2162 30/04 ;CARTE X2162 30/04 CARREFOUR MARKET 110612410646557IOPD;-24.83;EUR;
04/05/2026;CARTE X2162 01/05 ;CARTE X2162 01/05 LE MALUS 110612409646487IOPD;-12;EUR;
04/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: Agence FNAIM ID: FR35ZZZ418323 MOTIF: LOYER 0;-1024.99;EUR;LOYER
04/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: CETELEM ID: FR35ZZZ418323 MOTIF: ;-100;EUR;CREDIT CONSO
07/05/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: SOFINCO ID: FR35ZZZ418323 MOTIF: ;-200;EUR;CREDIT CONSO
04/05/2026;CARTE X2162 01/05 ;CARTE X2162 01/05 LE MALUS 110612409646485IOPD;-12;EUR;
04/05/2026;CARTE X2162 01/05 ;CARTE X2162 01/05 LE MALUS 110612408223388IOPD;-25.3;EUR;
04/05/2026;CARTE X2162 03/05 ;CARTE X2162 03/05 VAL PRESSE 110612407690890IOPD;-19.3;EUR;
04/05/2026;CARTE X2162 03/05 ;CARTE X2162 03/05 AUCHAN SUPERMARC 101612344942820IOPD;-26.17;EUR;
04/05/2026;CARTE X2162 30/04 ;CARTE X2162 30/04 AUCHAN SUPERMARC 101612043854730IOPD;-19.23;EUR;
30/04/2026;PRELEVEMENT PEL 00;PRELEVEMENT PEL 00400T1655200046 VERSEMENT PROGRAMME :     100,00 DU 30/04/2026;-100;EUR;
30/04/2026;CARTE X2162 29/04 ;CARTE X2162 29/04 BONNIN GILLES 110612004019644IOPD;-28.92;EUR;
30/04/2026;CARTE X2162 29/04 ;CARTE X2162 29/04 VAL PRESSE 110612001491274IOPD;-17.7;EUR;
30/04/2026;CARTE X2162 29/04 ;CARTE X2162 29/04 PATISSERIEBEKKOUCHE 110612000729073IOPD;-6.25;EUR;
30/04/2026;CARTE X2162 29/04 ;CARTE X2162 29/04 AUCHAN SUPERMARC 101611942207320IOPD;-10.79;EUR;
29/04/2026;CARTE X2162 RETRAI;CARTE X2162 RETRAIT DAB 29/04 06H26 BOURGES VAL D AURON EXT1 07493412 510611903931224IOPD;-100;EUR;
29/04/2026;CARTE X2162 28/04 ;CARTE X2162 28/04 CARREFOUR MARKET 110611903557757IOPD;-8.73;EUR;
29/04/2026;CARTE X2162 28/04 ;CARTE X2162 28/04 VAL PRESSE 110611901952986IOPD;-21.3;EUR;
29/04/2026;CARTE X2162 28/04 ;CARTE X2162 28/04 AUCHAN SUPERMARC 101611839316660IOPD;-8.44;EUR;
28/04/2026;VERST ESP 23/04/26;VERST ESP 23/04/26 NUM 6312738130;54.53;EUR;
28/04/2026;VERST ESP 23/04/26;VERST ESP 23/04/26 NUM 6312738127;30;EUR;
28/04/2026;VERST ESP 23/04/26;VERST ESP 23/04/26 NUM 6312738129;5;EUR;
28/04/2026;CARTE X2162 27/04 ;CARTE X2162 27/04 CARREFOUR MARKET 110611803281861IOPD;-12.34;EUR;
28/04/2026;VIR RECU    279240;VIR RECU    2792407937S DE: SGC BOURGES DE: BOURGES - BP MOTIF: PAYE DU MOIS 04/26 BOURGES - BPHEL0;1840.78;EUR;
27/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 2400546434 DE: ENGIE ID: FR03SYM002381 MOTIF: Mandat ++S007147042;-190.78;EUR;
27/04/2026;CARTE X2162 26/04 ;CARTE X2162 26/04 TABAC AEROPORT 110611701559925IOPD;-17.7;EUR;
24/04/2026;CARTE X2162 23/04 ;CARTE X2162 23/04 TABAC AEROPORT 110611400565331IOPD;-17.7;EUR;
23/04/2026;VERST ESP GAB 23/0;VERST ESP GAB 23/04/26 15H10 545504 BOURGES 124 AV MARCEL HAEGE G23562A00 CARTE 497355XXXXXX2162;70;EUR;
22/04/2026;CARTE X2162 21/04 ;CARTE X2162 21/04 VAL PRESSE 110611201687585IOPD;-17.7;EUR;
22/04/2026;CARTE X2162 21/04 ;CARTE X2162 21/04 AUCHAN SUPERMARC 101611137916270IOPD;-5.34;EUR;
21/04/2026;CARTE X2162 20/04 ;CARTE X2162 20/04 CARREFOUR MARKET 110611103206284IOPD;-15.84;EUR;
21/04/2026;CARTE X2162 20/04 ;CARTE X2162 20/04 VAL PRESSE 110611101474648IOPD;-9.7;EUR;
20/04/2026;CARTE X2162 19/04 ;CARTE X2162 19/04 CARREFOUR MARKET 110611003244365IOPD;-55.88;EUR;
20/04/2026;CARTE X2162 18/04 ;CARTE X2162 18/04 LE MALUS 110611001802123IOPD;-23.6;EUR;
20/04/2026;CARTE X2162 17/04 ;CARTE X2162 17/04 VAL PRESSE 110610801056519IOPD;-19.3;EUR;
20/04/2026;CARTE X2162 17/04 ;CARTE X2162 17/04 AUCHAN SUPERMARC 101610742364190IOPD;-11.93;EUR;
20/04/2026;CARTE X2162 17/04 ;CARTE X2162 17/04 SAS PAVE 110610800469422IOPD;-4.9;EUR;
20/04/2026;CARTE X2162 17/04 ;CARTE X2162 17/04 PATISSERIEBEKKOUCHE 110610800151992IOPD;-1;EUR;
17/04/2026;CARTE X2162 16/04 ;CARTE X2162 16/04 CARREFOUR MARKET 110610701772159IOPD;-10.75;EUR;
17/04/2026;CARTE X2162 16/04 ;CARTE X2162 16/04 SAS PAVE 110610700213814IOPD;-4.1;EUR;
17/04/2026;COTISATION JAZZ;COTISATION JAZZ;-8.55;EUR;
16/04/2026;CARTE X2162 15/04 ;CARTE X2162 15/04 VAL PRESSE 110610601593382IOPD;-19.7;EUR;
16/04/2026;CARTE X2162 15/04 ;CARTE X2162 15/04 CARREFOUR MARKET 110610602061732IOPD;-10.74;EUR;
16/04/2026;CARTE X2162 15/04 ;CARTE X2162 15/04 PATISSERIEBEKKOUCHE 110610600541242IOPD;-3.4;EUR;
15/04/2026;CARTE X2162 14/04 ;CARTE X2162 14/04 VAL PRESSE 110610501580953IOPD;-17.3;EUR;
15/04/2026;CARTE X2162 14/04 ;CARTE X2162 14/04 CARREFOUR MARKET 110610501821815IOPD;-14.63;EUR;
15/04/2026;CARTE X2162 14/04 ;CARTE X2162 14/04 AUCHAN SUPERMARC 101610438261800IOPD;-11.69;EUR;
14/04/2026;CARTE X2162 13/04 ;CARTE X2162 13/04 COCCIMARKET 110610403165558IOPD;-7.95;EUR;
14/04/2026;CARTE X2162 13/04 ;CARTE X2162 13/04 AUCHAN SUPERMARC 101610332709390IOPD;-9.76;EUR;
13/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 1001092426 DE:  ADLPARTNER-ADL PARTNER ID: FR46ZZZ412693 MOTIF: SERVICE MAGAZINES;-10.49;EUR;
13/04/2026;CARTE X2162 12/04 ;CARTE X2162 12/04 PPG*ARMURERIELOISIR COMMERCE ELECTRONIQUE 110610305470493IOPD;-134.49;EUR;
13/04/2026;CARTE X2162 11/04 ;CARTE X2162 11/04 CARREFOUR MARKET 110610300151757IOPD;-20.74;EUR;
13/04/2026;CARTE X2162 12/04 ;CARTE X2162 12/04 VAL PRESSE 110610304334129IOPD;-17.7;EUR;
13/04/2026;CARTE X2162 12/04 ;CARTE X2162 12/04 AUCHAN SUPERMARC 101610242103800IOPD;-32.36;EUR;
13/04/2026;CARTE X2162 10/04 ;CARTE X2162 10/04 VAL PRESSE 110610101481638IOPD;-19.3;EUR;
13/04/2026;CARTE X2162 10/04 ;CARTE X2162 10/04 CARREFOUR MARKET 110610102991877IOPD;-11.99;EUR;
13/04/2026;CARTE X2162 10/04 ;CARTE X2162 10/04 AUCHAN SUPERMARC 101610044265230IOPD;-4.76;EUR;
13/04/2026;CARTE X2162 10/04 ;CARTE X2162 10/04 PATISSERIEBEKKOUCHE 110610100123940IOPD;-2.3;EUR;
10/04/2026;CARTE X2162 09/04 ;CARTE X2162 09/04 CARREFOUR MARKET 110610003264692IOPD;-13.15;EUR;
10/04/2026;CARTE X2162 09/04 ;CARTE X2162 09/04 PATISSERIEBEKKOUCHE 110610000924175IOPD;-4.55;EUR;
09/04/2026;CARTE X2162 08/04 ;CARTE X2162 08/04 VAL PRESSE 110609902134894IOPD;-19.7;EUR;
09/04/2026;CARTE X2162 08/04 ;CARTE X2162 08/04 CARREFOUR MARKET 110609902249230IOPD;-12.24;EUR;
09/04/2026;CARTE X2162 08/04 ;CARTE X2162 08/04 SAS PAVE 110609901614668IOPD;-4.1;EUR;
08/04/2026;CARTE X2162 07/04 ;CARTE X2162 07/04 VAL PRESSE 110609803598089IOPD;-17.7;EUR;
08/04/2026;CARTE X2162 07/04 ;CARTE X2162 07/04 CARREFOURMARKET 110609803218900IOPD;-15.19;EUR;
07/04/2026;CARTE X2162 05/04 ;CARTE X2162 05/04 AUCHAN SUPERMARC 101609544700980IOPD;-38.51;EUR;
07/04/2026;CARTE X2162 03/04 ;CARTE X2162 03/04 VAL PRESSE 110609401073414IOPD;-17.7;EUR;
07/04/2026;CARTE X2162 06/04 ;CARTE X2162 06/04 AUCHAN SUPERMARC 101609631881370IOPD;-9.83;EUR;
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0208891084 DE: ORPI-NEVERS-SARL IMMOBILIER DU REMP ART ID: FR20ZZZ604057;-401.04;EUR;
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0218997574 DE: MACIF Centre Production-MACIF ID: FR66ZZZ110663 MOTIF: -PRELEV 1207042026  01184763302;-77.82;EUR;
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0230061137 DE: HARMONIE MUTUELLE ID: FR50ZZZ609143 MOTIF: 20260405HARMONIE MUTUE291162864;-47.94;EUR;
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 0230061146 DE: BOUYGUES TELECOM ID: FR35ZZZ418323 MOTIF: 07xxxxx197;-21.99;EUR;
07/04/2026;CARTE X2162 05/04 ;CARTE X2162 05/04 VAL PRESSE 110609708289009IOPD;-21.3;EUR;
07/04/2026;VIR RECU    029041;VIR RECU    0290411108S DE: CAF DU CHER MOTIF: 1160346RBOU         032026ME REF: 10476903V16;54.76;EUR;
04/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: Agence FNAIM ID: FR35ZZZ418323 MOTIF: LOYER 0;-1024.99;EUR;LOYER
04/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: CETELEM ID: FR35ZZZ418323 MOTIF: ;-100;EUR;CREDIT CONSO
07/04/2026;PRELEVEMENT EUROPE;PRELEVEMENT EUROPEEN 6507805464 DE: SOFINCO ID: FR35ZZZ418323 MOTIF: ;-200;EUR;CREDIT CONSO
03/04/2026;CARTE X2162 02/04 ;CARTE X2162 02/04 VAL PRESSE 110609302166735IOPD;-19.3;EUR;
03/04/2026;CARTE X2162 02/04 ;CARTE X2162 02/04 PATISSERIEBEKKOUCHE 110609300492823IOPD;-4.55;EUR;
03/04/2026;CARTE X2162 02/04 ;CARTE X2162 02/04 AUCHAN SUPERMARC 101609241417000IOPD;-14.14;EUR;
02/04/2026;CARTE X2162 01/04 ;CARTE X2162 01/04 CARREFOUR MARKET 110609202158516IOPD;-21.83;EUR;
02/04/2026;CARTE X2162 01/04 ;CARTE X2162 01/04 AUCHAN SUPERMARC 101609139823480IOPD;-26.45;EUR;
01/04/2026;CARTE X2162 31/03 ;CARTE X2162 31/03 RELAIS BOURGES CAMP 110609100503569IOPD;-39.8;EUR;
01/04/2026;CARTE X2162 31/03 ;CARTE X2162 31/03 VAL PRESSE 110609101922529IOPD;-19.7;EUR;
31/03/2026;PRELEVEMENT PEL 00;PRELEVEMENT PEL 00400T1655200046 VERSEMENT PROGRAMME :     100,00 DU 31/03/2026;-100;EUR;
31/03/2026;CARTE X2162 30/03 ;CARTE X2162 30/03 VAL PRESSE 110609001996027IOPD;-21.3;EUR;
31/03/2026;CARTE X2162 30/03 ;CARTE X2162 30/03 AUCHAN SUPERMARC 101608931386950IOPD;-18.06;EUR;
30/03/2026;CARTE X2162 28/03 ;CARTE X2162 28/03 MUNICENTRE COMMERCE ELECTRONIQUE 110608901983171IOPD;-176.45;EUR;
30/03/2026;CARTE X2162 28/03 ;CARTE X2162 28/03 CARREFOUR MARKET 110608900197884IOPD;-29.99;EUR;
30/03/2026;CARTE X2162 27/03 ;CARTE X2162 27/03 VAL PRESSE 110608701183073IOPD;-17.7;EUR;
30/03/2026;CARTE X2162 27/03 ;CARTE X2162 27/03 AUCHAN SUPERMARC 101608641459150IOPD;-15.29;EUR;
27/03/2026;CARTE X2162 26/03 ;CARTE X2162 26/03 VAL PRESSE 110608601738406IOPD;-15.7;EUR;
27/03/2026;CARTE X2162 26/03 ;CARTE X2162 26/03 CARREFOUR MARKET 110608601535573IOPD;-5.85;EUR;
27/03/2026;VIR RECU    859202;VIR RECU    8592026258S DE: SGC BOURGES DE: BOURGES - BP MOTIF: PAYE DU MOIS 03/26 BOURGES - BPHEL0;1840.78;EUR;
27/03/2026;CARTE X2162 26/03 ;CARTE X2162 26/03 AUCHAN SUPERMARC 101608538358590IOPD;-28.57;EUR;
26/03/2026;CARTE X2162 25/03 ;CARTE X2162 25/03 VAL PRESSE 110608501495663IOPD;-21.3;EUR;
26/03/2026;CARTE X2162 25/03 ;CARTE X2162 25/03 CARREFOUR MARKET 110608501767591IOPD;-11.7;EUR;
26/03/2026;CARTE X2162 25/03 ;CARTE X2162 25/03 PATISSERIEBEKKOUCHE 110608500467747IOPD;-4.55;EUR;
